Year,State,Region,District,Total_Male,Total_Female,Total_Transgender,Grand_Total,Male_Below_18,Male_18_and_above,Female_Below_18,Female_18_and_above,Transgender_Below_18,Transgender_18_and_above,Total_Below_18,Total_18_and_above
2018,Uttar Pradesh,North India,Mirzapur,61,47,0,108,17,44,20,27,0,0,37,71
2019,Uttar Pradesh,North India,Mirzapur,59,92,0,151,19,40,29,63,0,0,48,103
2020,Uttar Pradesh,North India,Mirzapur,51,80,0,131,6,45,17,63,0,0,23,108
2021,Uttar Pradesh,North India,Mirzapur,45,77,0,122,11,34,17,60,0,0,28,94
2022,Uttar Pradesh,North India,Mirzapur,56,131,0,187,11,45,32,99,0,0,43,144
2018,Uttar Pradesh,North India,Moradabad,5,80,0,85,5,0,80,0,0,0,85,0
2019,Uttar Pradesh,North India,Moradabad,254,244,0,498,56,198,68,176,0,0,124,374
2020,Uttar Pradesh,North India,Moradabad,44,60,0,104,24,20,45,15,0,0,69,35
2021,Uttar Pradesh,North India,Moradabad,263,268,0,531,223,40,141,127,0,0,364,167
2022,Uttar Pradesh,North India,Moradabad,0,72,0,72,0,0,7,65,0,0,7,65
2018,Uttar Pradesh,North India,Muzaffarnagar,64,54,0,118,14,50,14,40,0,0,28,90
2019,Uttar Pradesh,North India,Muzaffarnagar,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttar Pradesh,North India,Muzaffarnagar,80,92,0,172,16,64,36,56,0,0,52,120
2021,Uttar Pradesh,North India,Muzaffarnagar,0,0,0,0,0,0,0,0,0,0,0,0
2022,Uttar Pradesh,North India,Muzaffarnagar,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Pilibhit,63,48,0,111,4,59,7,41,0,0,11,100
2019,Uttar Pradesh,North India,Pilibhit,67,49,0,116,9,58,4,45,0,0,13,103
2020,Uttar Pradesh,North India,Pilibhit,69,50,0,119,9,60,6,44,0,0,15,104
2021,Uttar Pradesh,North India,Pilibhit,60,67,0,127,2,58,2,65,0,0,4,123
2022,Uttar Pradesh,North India,Pilibhit,104,93,0,197,5,99,0,93,0,0,5,192
2018,Uttar Pradesh,North India,Pratapgarh,11,5,0,16,11,0,5,0,0,0,16,0
2019,Uttar Pradesh,North India,Pratapgarh,16,23,0,39,5,11,18,5,0,0,23,16
2020,Uttar Pradesh,North India,Pratapgarh,13,22,0,35,4,9,6,16,0,0,10,25
2021,Uttar Pradesh,North India,Pratapgarh,25,32,0,57,25,0,32,0,0,0,57,0
2022,Uttar Pradesh,North India,Pratapgarh,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Prayagraj,191,253,0,444,40,151,97,156,0,0,137,307
2019,Uttar Pradesh,North India,Prayagraj,177,206,0,383,37,140,71,135,0,0,108,275
2020,Uttar Pradesh,North India,Prayagraj,113,155,0,268,22,91,53,102,0,0,75,193
2021,Uttar Pradesh,North India,Prayagraj,139,221,0,360,21,118,60,161,0,0,81,279
2022,Uttar Pradesh,North India,Prayagraj,158,247,0,405,20,138,66,181,0,0,86,319
2018,Uttar Pradesh,North India,Raibareilly,29,45,0,74,9,20,20,25,0,0,29,45
2019,Uttar Pradesh,North India,Raibareilly,33,47,0,80,9,24,16,31,0,0,25,55
2020,Uttar Pradesh,North India,Raibareilly,40,64,0,104,5,35,15,49,0,0,20,84
2021,Uttar Pradesh,North India,Raibareilly,25,63,0,88,7,18,23,40,0,0,30,58
2022,Uttar Pradesh,North India,Raibareilly,43,93,0,136,8,35,32,61,0,0,40,96
2018,Uttar Pradesh,North India,Rampur,23,216,0,239,18,5,50,166,0,0,68,171
2019,Uttar Pradesh,North India,Rampur,2,9,0,11,2,0,4,5,0,0,6,5
2020,Uttar Pradesh,North India,Rampur,0,0,0,0,0,0,0,0,0,0,0,0
2021,Uttar Pradesh,North India,Rampur,1,2,0,3,1,0,2,0,0,0,3,0
2022,Uttar Pradesh,North India,Rampur,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Saharanpur,120,83,0,203,17,103,3,80,0,0,20,183
2019,Uttar Pradesh,North India,Saharanpur,120,88,0,208,14,106,14,74,0,0,28,180
2020,Uttar Pradesh,North India,Saharanpur,64,64,0,128,9,55,13,51,0,0,22,106
2021,Uttar Pradesh,North India,Saharanpur,72,83,0,155,8,64,10,73,0,0,18,137
2022,Uttar Pradesh,North India,Saharanpur,109,112,0,221,12,97,12,100,0,0,24,197
2018,Uttar Pradesh,North India,Sambhal,43,30,0,73,6,37,6,24,0,0,12,61
2019,Uttar Pradesh,North India,Sambhal,22,23,0,45,5,17,6,17,0,0,11,34
2020,Uttar Pradesh,North India,Sambhal,12,17,0,29,2,10,9,8,0,0,11,18
2021,Uttar Pradesh,North India,Sambhal,10,21,0,31,2,8,3,18,0,0,5,26
2022,Uttar Pradesh,North India,Sambhal,28,45,0,73,4,24,9,36,0,0,13,60
2018,Uttar Pradesh,North India,Sant Kabirnagar,18,33,0,51,8,10,18,15,0,0,26,25
2019,Uttar Pradesh,North India,Sant Kabirnagar,23,61,0,84,2,21,30,31,0,0,32,52
2020,Uttar Pradesh,North India,Sant Kabirnagar,28,52,0,80,3,25,15,37,0,0,18,62
2021,Uttar Pradesh,North India,Sant Kabirnagar,27,66,0,93,3,24,0,66,0,0,3,90
2022,Uttar Pradesh,North India,Sant Kabirnagar,27,136,0,163,6,21,48,88,0,0,54,109
2018,Uttar Pradesh,North India,Shahjahanpur,54,53,0,107,9,45,9,44,0,0,18,89
2019,Uttar Pradesh,North India,Shahjahanpur,72,77,0,149,17,55,23,54,0,0,40,109
2020,Uttar Pradesh,North India,Shahjahanpur,58,72,0,130,7,51,25,47,0,0,32,98
2021,Uttar Pradesh,North India,Shahjahanpur,94,87,0,181,7,87,26,61,0,0,33,148
2022,Uttar Pradesh,North India,Shahjahanpur,62,116,0,178,18,44,33,83,0,0,51,127
2018,Uttar Pradesh,North India,Shamli,36,33,0,69,11,25,2,31,0,0,13,56
2019,Uttar Pradesh,North India,Shamli,40,43,0,83,4,36,7,36,0,0,11,72
2020,Uttar Pradesh,North India,Shamli,31,46,0,77,7,24,5,41,0,0,12,65
2021,Uttar Pradesh,North India,Shamli,51,40,0,91,8,43,4,36,0,0,12,79
2022,Uttar Pradesh,North India,Shamli,49,48,0,97,4,45,4,44,0,0,8,89
2018,Uttar Pradesh,North India,Shrawasti,0,1,0,1,0,0,1,0,0,0,1,0
2019,Uttar Pradesh,North India,Shrawasti,11,5,0,16,1,10,5,0,0,0,6,10
2020,Uttar Pradesh,North India,Shrawasti,15,20,0,35,13,2,19,1,0,0,32,3
2021,Uttar Pradesh,North India,Shrawasti,7,12,0,19,7,0,6,6,0,0,13,6
2022,Uttar Pradesh,North India,Shrawasti,23,40,0,63,11,12,7,33,0,0,18,45
2018,Uttar Pradesh,North India,Sidharthnagar,41,36,0,77,9,32,8,28,0,0,17,60
2019,Uttar Pradesh,North India,Sidharthnagar,34,27,0,61,8,26,5,22,0,0,13,48
2020,Uttar Pradesh,North India,Sidharthnagar,22,42,0,64,3,19,4,38,0,0,7,57
2021,Uttar Pradesh,North India,Sidharthnagar,45,85,0,130,6,39,9,76,0,0,15,115
2022,Uttar Pradesh,North India,Sidharthnagar,53,163,0,216,5,48,6,157,0,0,11,205
2018,Uttar Pradesh,North India,Sitapur,112,127,0,239,41,71,29,98,0,0,70,169
2019,Uttar Pradesh,North India,Sitapur,148,160,0,308,58,90,53,107,0,0,111,197
2020,Uttar Pradesh,North India,Sitapur,100,99,0,199,25,75,24,75,0,0,49,150
2021,Uttar Pradesh,North India,Sitapur,364,400,0,764,201,163,223,177,0,0,424,340
2022,Uttar Pradesh,North India,Sitapur,173,169,0,342,33,140,25,144,0,0,58,284
2018,Uttar Pradesh,North India,Sonbhadra,49,58,0,107,13,36,0,58,0,0,13,94
2019,Uttar Pradesh,North India,Sonbhadra,70,110,0,180,20,50,26,84,0,0,46,134
2020,Uttar Pradesh,North India,Sonbhadra,47,94,0,141,12,35,16,78,0,0,28,113
2021,Uttar Pradesh,North India,Sonbhadra,43,94,0,137,3,40,14,80,0,0,17,120
2022,Uttar Pradesh,North India,Sonbhadra,67,145,0,212,11,56,24,121,0,0,35,177
2018,Uttar Pradesh,North India,Sultanpur,25,27,0,52,18,7,8,19,0,0,26,26
2019,Uttar Pradesh,North India,Sultanpur,17,35,0,52,5,12,11,24,0,0,16,36
2020,Uttar Pradesh,North India,Sultanpur,7,21,0,28,3,4,8,13,0,0,11,17
2021,Uttar Pradesh,North India,Sultanpur,18,34,0,52,3,15,9,25,0,0,12,40
2022,Uttar Pradesh,North India,Sultanpur,25,11,0,36,5,20,3,8,0,0,8,28
2018,Uttar Pradesh,North India,Total,5214,5777,0,10991,1341,3873,1965,3812,0,0,3306,7685
2019,Uttar Pradesh,North India,Total,4980,5828,0,10808,1283,3697,1901,3927,0,0,3184,7624
2020,Uttar Pradesh,North India,Total Districts ,3982,5020,0,9002,911,3071,1469,3551,0,0,2380,6622
2021,Uttar Pradesh,North India,Total Districts ,4420,6668,0,11088,1354,3066,2168,4500,0,0,3522,7566
2022,Uttar Pradesh,North India,Total Districts ,4544,7378,156,12078,1177,3367,2061,5317,156,0,3394,8684
2018,Uttar Pradesh,North India,Unnao,66,80,0,146,19,47,21,59,0,0,40,106
2019,Uttar Pradesh,North India,Unnao,69,83,0,152,30,39,42,41,0,0,72,80
2020,Uttar Pradesh,North India,Unnao,58,82,0,140,9,49,16,66,0,0,25,115
2021,Uttar Pradesh,North India,Unnao,65,91,0,156,11,54,28,63,0,0,39,117
2022,Uttar Pradesh,North India,Unnao,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttar Pradesh,North India,Varanasi,177,151,0,328,43,134,41,110,0,0,84,244
2019,Uttar Pradesh,North India,Varanasi,195,167,0,362,27,168,38,129,0,0,65,297
2020,Uttar Pradesh,North India,Varanasi,158,183,0,341,14,144,32,151,0,0,46,295
2021,Uttar Pradesh,North India,Varanasi Commissionarate,151,161,0,312,15,136,27,134,0,0,42,270
2022,Uttar Pradesh,North India,Varanasi Commissionarate,224,239,0,463,33,191,65,174,0,0,98,365
2021,Uttar Pradesh,North India,Vasanasi Dehat,7,15,0,22,3,4,10,5,0,0,13,9
2022,Uttar Pradesh,North India,Vasanasi Dehat,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttarakhand,North India,Almora,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttarakhand,North India,Almora,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,Almora,15,26,0,41,1,14,3,23,0,0,4,37
2021,Uttarakhand,North India,Almora,39,35,0,74,5,34,10,25,0,0,15,59
2022,Uttarakhand,North India,Almora,48,57,0,105,6,42,13,44,0,0,19,86
2018,Uttarakhand,North India,Bageshwar,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttarakhand,North India,Bageshwar,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,Bageshwar,14,30,0,44,3,11,7,23,0,0,10,34
2021,Uttarakhand,North India,Bageshwar,31,42,0,73,5,26,8,34,0,0,13,60
2022,Uttarakhand,North India,Bageshwar,28,34,0,62,5,23,8,26,0,0,13,49
2018,Uttarakhand,North India,Chamoli,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttarakhand,North India,Chamoli,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,Chamoli,24,21,0,45,1,23,7,14,0,0,8,37
2021,Uttarakhand,North India,Chamoli,218,39,0,257,7,211,8,31,0,0,15,242
2022,Uttarakhand,North India,Chamoli,26,35,0,61,3,23,9,26,0,0,12,49
2018,Uttarakhand,North India,Champawat,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttarakhand,North India,Champawat,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,Champawat,19,27,0,46,4,15,5,22,0,0,9,37
2021,Uttarakhand,North India,Champawat,31,32,0,63,9,22,9,23,0,0,18,45
2022,Uttarakhand,North India,Champawat,51,65,0,116,10,41,17,48,0,0,27,89
2021,Uttarakhand,North India,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0
2022,Uttarakhand,North India,Cyber Cell,0,0,0,0,0,0,0,0,0,0,0,0
2018,Uttarakhand,North India,Dehradun,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttarakhand,North India,Dehradun,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,Dehradun,180,191,0,371,8,172,32,159,0,0,40,331
2021,Uttarakhand,North India,Dehradun,327,394,0,721,23,304,30,364,0,0,53,668
2022,Uttarakhand,North India,Dehradun,384,439,0,823,9,375,9,430,0,0,18,805
2018,Uttarakhand,North India,GRP,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttarakhand,North India,GRP,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,GRP,0,0,0,0,0,0,0,0,0,0,0,0
2021,Uttarakhand,North India,GRP,0,0,0,0,0,0,0,0,0,0,0,0
2022,Uttarakhand,North India,GRP,3,1,0,4,0,3,0,1,0,0,0,4
2018,Uttarakhand,North India,Haridwar,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttarakhand,North India,Haridwar,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,Haridwar,212,274,0,486,31,181,56,218,0,0,87,399
2021,Uttarakhand,North India,Haridwar,401,420,0,821,63,338,81,339,0,0,144,677
2022,Uttarakhand,North India,Haridwar,492,417,0,909,96,396,103,314,0,0,199,710
2018,Uttarakhand,North India,Nainital,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttarakhand,North India,Nainital,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,Nainital,96,152,0,248,30,66,46,106,0,0,76,172
2021,Uttarakhand,North India,Nainital,186,242,0,428,40,146,74,168,0,0,114,314
2022,Uttarakhand,North India,Nainital,194,228,0,422,24,170,63,165,0,0,87,335
2018,Uttarakhand,North India,Pauri Garhwal,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttarakhand,North India,Pauri Garhwal,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,Pauri Garhwal,29,38,0,67,3,26,11,27,0,0,14,53
2021,Uttarakhand,North India,Pauri Garhwal,43,48,0,91,3,40,5,43,0,0,8,83
2022,Uttarakhand,North India,Pauri Garhwal,48,66,0,114,8,40,8,58,0,0,16,98
2018,Uttarakhand,North India,Pithoragarh,17,30,0,47,6,11,9,21,0,0,15,32
2019,Uttarakhand,North India,Pithoragarh,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,Pithoragarh,9,17,0,26,1,8,9,8,0,0,10,16
2021,Uttarakhand,North India,Pithoragarh,21,31,0,52,7,14,17,14,0,0,24,28
2022,Uttarakhand,North India,Pithoragarh,26,40,0,66,10,16,22,18,0,0,32,34
2018,Uttarakhand,North India,Rudra Prayag,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttarakhand,North India,Rudra Prayag,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,Rudra Prayag,5,21,0,26,1,4,5,16,0,0,6,20
2021,Uttarakhand,North India,Rudra Prayag,10,16,0,26,0,10,2,14,0,0,2,24
2022,Uttarakhand,North India,Rudra Prayag,13,21,0,34,1,12,6,15,0,0,7,27
2018,Uttarakhand,North India,Tehri Garhwal,1078,1187,0,2265,291,787,327,860,0,0,618,1647
2019,Uttarakhand,North India,Tehri Garhwal,1018,1175,0,2193,236,782,303,872,0,0,539,1654
2020,Uttarakhand,North India,Tehri Garhwal,16,41,0,57,2,14,2,39,0,0,4,53
2021,Uttarakhand,North India,Tehri Garhwal,33,82,0,115,11,22,23,59,0,0,34,81
2022,Uttarakhand,North India,Tehri Garhwal,37,67,0,104,7,30,18,49,0,0,25,79
2018,Uttarakhand,North India,Total,1095,1217,0,2312,297,798,336,881,0,0,633,1679
2019,Uttarakhand,North India,Total,1018,1175,0,2193,236,782,303,872,0,0,539,1654
2020,Uttarakhand,North India,Total Districts ,789,1108,0,1897,128,661,271,837,0,0,399,1498
2021,Uttarakhand,North India,Total Districts ,1594,1857,0,3451,226,1368,400,1457,0,0,626,2825
2022,Uttarakhand,North India,Total Districts ,1663,2057,0,3720,225,1438,425,1632,0,0,650,3070
2018,Uttarakhand,North India,Udhamsingh Nagar,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttarakhand,North India,Udhamsingh Nagar,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,Udhamsingh Nagar,161,253,0,414,41,120,87,166,0,0,128,286
2021,Uttarakhand,North India,Udhamsingh Nagar,253,476,0,729,52,201,133,343,0,0,185,544
2022,Uttarakhand,North India,Udhamsingh Nagar,284,561,0,845,43,241,146,415,0,0,189,656
2018,Uttarakhand,North India,Uttarkashi,0,0,0,0,0,0,0,0,0,0,0,0
2019,Uttarakhand,North India,Uttarkashi,0,0,0,0,0,0,0,0,0,0,0,0
2020,Uttarakhand,North India,Uttarkashi,9,17,0,26,2,7,1,16,0,0,3,23
2021,Uttarakhand,North India,Uttarkashi,1,0,0,1,1,0,0,0,0,0,1,0
2022,Uttarakhand,North India,Uttarkashi,29,26,0,55,3,26,3,23,0,0,6,49
2018,West Bengal,North India,Alipurduar,299,720,0,1019,26,273,148,572,0,0,174,845
2019,West Bengal,North India,Alipurduar,299,720,0,1019,26,273,148,572,0,0,174,845
2020,West Bengal,North India,Alipurduar,231,513,0,744,29,202,101,412,0,0,130,614
2021,West Bengal,North India,Alipurduar,297,809,0,1106,22,275,138,671,0,0,160,946
2022,West Bengal,North India,Alipurduar,352,935,0,1287,25,327,145,790,0,0,170,1117
2018,West Bengal,North India,Asansol-Durgapur PC,523,697,0,1220,37,486,73,624,0,0,110,1110
2019,West Bengal,North India,Asansol-Durgapur PC,523,697,0,1220,37,486,73,624,0,0,110,1110
2020,West Bengal,North India,Asansol-Durgapur PC,420,562,0,982,16,404,43,519,0,0,59,923
2021,West Bengal,North India,Asansol-Durgapur PC,505,723,0,1228,14,491,82,641,0,0,96,1132
2022,West Bengal,North India,Asansol-Durgapur PC,756,899,0,1655,41,715,138,761,0,0,179,1476
2020,West Bengal,North India,Bangaon,156,630,0,786,5,151,159,471,0,0,164,622
2021,West Bengal,North India,Bangaon,26,347,0,373,21,5,281,66,0,0,302,71
2022,West Bengal,North India,Bangaon,282,1094,0,1376,30,252,282,812,0,0,312,1064
2018,West Bengal,North India,Bankura,373,674,0,1047,30,343,91,583,0,0,121,926
2019,West Bengal,North India,Bankura,373,674,0,1047,30,343,91,583,0,0,121,926
2020,West Bengal,North India,Bankura,269,649,0,918,6,263,92,557,0,0,98,820
2021,West Bengal,North India,Bankura,330,742,0,1072,4,326,136,606,0,0,140,932
2022,West Bengal,North India,Bankura,437,1035,0,1472,9,428,238,797,0,0,247,1225
2018,West Bengal,North India,Barasat,892,2236,0,3128,117,775,607,1629,0,0,724,2404
2019,West Bengal,North India,Barasat,892,2236,0,3128,117,775,607,1629,0,0,724,2404
2020,West Bengal,North India,Barasat,36,286,0,322,26,10,264,22,0,0,290,32
2021,West Bengal,North India,Barasat,569,1524,0,2093,401,168,1235,289,0,0,1636,457
2022,West Bengal,North India,Barasat,794,1666,0,2460,84,710,436,1230,0,0,520,1940
2018,West Bengal,North India,Barrackpur PC,1377,1837,0,3214,139,1238,471,1366,0,0,610,2604
2019,West Bengal,North India,Barrackpur PC,1377,1837,0,3214,139,1238,471,1366,0,0,610,2604
2020,West Bengal,North India,Barrackpur PC,1009,1580,0,2589,74,935,334,1246,0,0,408,2181
2021,West Bengal,North India,Barrackpur PC,604,812,0,1416,50,554,163,649,0,0,213,1203
2022,West Bengal,North India,Barrackpur PC,1305,1781,0,3086,115,1190,390,1391,0,0,505,2581
2018,West Bengal,North India,Baruipur Police,540,1133,0,1673,71,469,304,829,0,0,375,1298
2019,West Bengal,North India,Baruipur Police,540,1133,0,1673,71,469,304,829,0,0,375,1298
2020,West Bengal,North India,Baruipur Police,233,1340,0,1573,154,79,217,1123,0,0,371,1202
2021,West Bengal,North India,Baruipur Police,616,1895,0,2511,52,564,407,1488,0,0,459,2052
2022,West Bengal,North India,Baruipur Police,732,1622,0,2354,66,666,500,1122,0,0,566,1788
2018,West Bengal,North India,Basirhat,331,1056,0,1387,32,299,325,731,0,0,357,1030
2019,West Bengal,North India,Basirhat,331,1056,0,1387,32,299,325,731,0,0,357,1030
2020,West Bengal,North India,Basirhat,221,930,0,1151,20,201,462,468,0,0,482,669
2021,West Bengal,North India,Basirhat,405,0,0,405,0,405,0,0,0,0,0,405
2022,West Bengal,North India,Basirhat,358,774,0,1132,25,333,387,387,0,0,412,720
2018,West Bengal,North India,Bidhannagar PC,379,587,0,966,29,350,130,457,0,0,159,807
2019,West Bengal,North India,Bidhannagar PC,379,587,0,966,29,350,130,457,0,0,159,807
2020,West Bengal,North India,Bidhannagar PC,285,457,0,742,12,273,74,383,0,0,86,656
2021,West Bengal,North India,Bidhannagar PC,329,523,0,852,15,314,85,438,0,0,100,752
2022,West Bengal,North India,Bidhannagar PC,410,571,0,981,46,364,121,450,0,0,167,814
2018,West Bengal,North India,Birbhum,238,405,0,643,10,228,47,358,0,0,57,586
2019,West Bengal,North India,Birbhum,238,405,0,643,10,228,47,358,0,0,57,586
2020,West Bengal,North India,Birbhum,282,497,0,779,10,272,44,453,0,0,54,725
2021,West Bengal,North India,Birbhum,281,551,0,832,5,276,66,485,0,0,71,761
2022,West Bengal,North India,Birbhum,375,755,0,1130,18,357,91,664,0,0,109,1021
2018,West Bengal,North India,Chandannagar PC,390,550,0,940,26,364,86,464,0,0,112,828
2019,West Bengal,North India,Chandannagar PC,390,550,0,940,26,364,86,464,0,0,112,828
2020,West Bengal,North India,Chandannagar PC,298,413,0,711,12,286,67,346,0,0,79,632
2021,West Bengal,North India,Chandannagar PC,337,486,0,823,10,327,68,418,0,0,78,745
2022,West Bengal,North India,Chandannagar PC,450,540,0,990,34,416,92,448,0,0,126,864
2018,West Bengal,North India,Coochbehar,407,1126,0,1533,40,367,184,942,0,0,224,1309
2019,West Bengal,North India,Coochbehar,407,1126,0,1533,40,367,184,942,0,0,224,1309
2020,West Bengal,North India,Coochbehar,293,1012,0,1305,27,266,241,771,0,0,268,1037
2021,West Bengal,North India,Coochbehar,416,1375,0,1791,32,384,353,1022,0,0,385,1406
2022,West Bengal,North India,Coochbehar,545,1794,0,2339,50,495,521,1273,0,0,571,1768
2018,West Bengal,North India,Dakshin Dinajpur,302,913,0,1215,38,264,201,712,0,0,239,976
2019,West Bengal,North India,Dakshin Dinajpur,302,913,0,1215,38,264,201,712,0,0,239,976
2020,West Bengal,North India,Dakshin Dinajpur,203,818,0,1021,22,181,193,625,0,0,215,806
2021,West Bengal,North India,Dakshin Dinajpur,259,1014,0,1273,28,231,251,763,0,0,279,994
2022,West Bengal,North India,Dakshin Dinajpur,377,1363,0,1740,43,334,371,992,0,0,414,1326
2018,West Bengal,North India,Darjeeling,126,303,0,429,10,116,34,269,0,0,44,385
2019,West Bengal,North India,Darjeeling,126,303,0,429,10,116,34,269,0,0,44,385
2020,West Bengal,North India,Darjeeling,110,306,0,416,6,104,40,266,0,0,46,370
2021,West Bengal,North India,Darjeeling,127,256,0,383,17,110,22,234,0,0,39,344
2022,West Bengal,North India,Darjeeling,121,278,0,399,4,117,25,253,0,0,29,370
2018,West Bengal,North India,Diamond Harbour Police,629,1331,0,1960,87,542,352,979,0,0,439,1521
2019,West Bengal,North India,Diamond Harbour Police,629,1331,0,1960,87,542,352,979,0,0,439,1521
2020,West Bengal,North India,Diamond Harbour Police,271,586,0,857,28,243,179,407,0,0,207,650
2021,West Bengal,North India,Diamond Harbour Police,415,795,0,1210,23,392,110,685,0,0,133,1077
2022,West Bengal,North India,Diamond Harbour Police,622,1228,0,1850,30,592,205,1023,0,0,235,1615
2018,West Bengal,North India,Hooghly Rural Police,434,972,0,1406,36,398,235,737,0,0,271,1135
2019,West Bengal,North India,Hooghly Rural Police,434,972,0,1406,36,398,235,737,0,0,271,1135
2020,West Bengal,North India,Hooghly Rural Police,265,818,0,1083,2,263,119,699,0,0,121,962
2021,West Bengal,North India,Hooghly Rural Police,386,1050,0,1436,13,373,162,888,0,0,175,1261
2022,West Bengal,North India,Hooghly Rural Police,446,1144,0,1590,24,422,251,893,0,0,275,1315
2018,West Bengal,North India,Howrah GRP,74,28,0,102,8,66,4,24,0,0,12,90
2019,West Bengal,North India,Howrah GRP,74,28,0,102,8,66,4,24,0,0,12,90
2020,West Bengal,North India,Howrah GRP,22,8,0,30,1,21,1,7,0,0,2,28
2021,West Bengal,North India,Howrah GRP,18,9,0,27,2,16,1,8,0,0,3,24
2022,West Bengal,North India,Howrah GRP,10,7,0,17,0,10,0,7,0,0,0,17
2018,West Bengal,North India,Howrah PC,786,876,0,1662,108,678,161,715,0,0,269,1393
2019,West Bengal,North India,Howrah PC,786,876,0,1662,108,678,161,715,0,0,269,1393
2020,West Bengal,North India,Howrah PC,655,837,0,1492,30,625,180,657,0,0,210,1282
2021,West Bengal,North India,Howrah PC,784,1081,1,1866,59,725,263,818,0,1,322,1544
2022,West Bengal,North India,Howrah PC,897,1158,0,2055,89,808,295,863,0,0,384,1671
2018,West Bengal,North India,Howrah Rural,525,1106,0,1631,44,481,286,820,0,0,330,1301
2019,West Bengal,North India,Howrah Rural,525,1106,0,1631,44,481,286,820,0,0,330,1301
2020,West Bengal,North India,Howrah Rural,259,714,0,973,10,249,181,533,0,0,191,782
2021,West Bengal,North India,Howrah Rural,303,898,0,1201,31,272,260,638,0,0,291,910
2022,West Bengal,North India,Howrah Rural,374,1038,0,1412,24,350,295,743,0,0,319,1093
2020,West Bengal,North India,Islampur,110,281,0,391,6,104,19,262,0,0,25,366
2021,West Bengal,North India,Islampur,207,390,0,597,94,113,32,358,0,0,126,471
2022,West Bengal,North India,Islampur,197,520,0,717,19,178,117,403,0,0,136,581
2018,West Bengal,North India,Jalpaiguri,359,816,0,1175,24,335,88,728,0,0,112,1063
2019,West Bengal,North India,Jalpaiguri,359,816,0,1175,24,335,88,728,0,0,112,1063
2020,West Bengal,North India,Jalpaiguri,327,724,0,1051,16,311,100,624,0,0,116,935
2021,West Bengal,North India,Jalpaiguri,322,947,0,1269,7,315,188,759,0,0,195,1074
2022,West Bengal,North India,Jalpaiguri,346,1030,0,1376,21,325,204,826,0,0,225,1151
2020,West Bengal,North India,Jangipur Police District,157,293,0,450,106,51,190,103,0,0,296,154
2021,West Bengal,North India,Jangipur Police District,28,143,0,171,23,5,136,7,0,0,159,12
2022,West Bengal,North India,Jangipur Police District,344,523,0,867,7,337,17,506,0,0,24,843
2018,West Bengal,North India,Jhargram,94,239,0,333,6,88,51,188,0,0,57,276
2019,West Bengal,North India,Jhargram,94,239,0,333,6,88,51,188,0,0,57,276
2020,West Bengal,North India,Jhargram,97,258,0,355,2,95,50,208,0,0,52,303
2021,West Bengal,North India,Jhargram,99,314,0,413,0,99,75,239,0,0,75,338
2022,West Bengal,North India,Jhargram,117,369,0,486,6,111,115,254,0,0,121,365
2018,West Bengal,North India,Kalimpong,53,122,0,175,10,43,19,103,0,0,29,146
2019,West Bengal,North India,Kalimpong,53,122,0,175,10,43,19,103,0,0,29,146
